city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Belper,Belper,53.029,-1.475,United Kingdom,GB,GBR,Derbyshire,,21822,1826949815
Sheldon,Sheldon,52.45,-1.7666,United Kingdom,GB,GBR,Solihull,,21817,1826299810
Falmouth,Falmouth,50.15,-5.07,United Kingdom,GB,GBR,Cornwall,,21797,1826117124
Yate,Yate,51.5402,-2.411,United Kingdom,GB,GBR,South Gloucestershire,,21789,1826350658
Biggleswade,Biggleswade,52.0855,-0.2557,United Kingdom,GB,GBR,Central Bedfordshire,,21700,1826800454
Bailleston,Bailleston,55.8474,-4.1147,United Kingdom,GB,GBR,Glasgow City,,21663,1826233581
Truro,Truro,50.26,-5.051,United Kingdom,GB,GBR,Cornwall,,21555,1826586304
Stowmarket,Stowmarket,52.19,1,United Kingdom,GB,GBR,Suffolk,,21534,1826085574
Chesham,Chesham,51.712,-0.612,United Kingdom,GB,GBR,Buckinghamshire,,21483,1826549288
Richmond,Richmond,51.456,-0.301,United Kingdom,GB,GBR,Richmond upon Thames,,21469,1826875300
Chandlers Ford,Chandlers Ford,50.984,-1.3792,United Kingdom,GB,GBR,Hampshire,,21436,1826991193
Kirkintilloch,Kirkintilloch,55.938,-4.155,United Kingdom,GB,GBR,East Dunbartonshire,,21380,1826571447
Darton,Darton,53.585,-1.5325,United Kingdom,GB,GBR,Barnsley,,21345,1826106593
Royton,Royton,53.566,-2.121,United Kingdom,GB,GBR,Oldham,,21284,1826073923
Dronfield,Dronfield,53.3024,-1.4664,United Kingdom,GB,GBR,Derbyshire,,21261,1826648427
Ossett,Ossett,53.68,-1.58,United Kingdom,GB,GBR,Wakefield,,21231,1826407870
Penzance,Penzance,50.119,-5.537,United Kingdom,GB,GBR,Cornwall,,21168,1826600240
Skegness,Skegness,53.1436,0.3428,United Kingdom,GB,GBR,Lincolnshire,,21128,1826662811
Saint Austell,Saint Austell,50.34,-4.79,United Kingdom,GB,GBR,Cornwall,,21054,1826177227
Caterham,Caterham,51.2803,-0.0816,United Kingdom,GB,GBR,Surrey,,21030,1826811520
Woodlesford,Woodlesford,53.7567,-1.453,United Kingdom,GB,GBR,Leeds,,21010,1826564728
Stratton Saint Margaret,Stratton Saint Margaret,51.586,-1.762,United Kingdom,GB,GBR,Swindon,,21005,1826478043
Normanton,Normanton,53.697,-1.416,United Kingdom,GB,GBR,Wakefield,,20872,1826795957
Wallington,Wallington,51.3647,-0.1403,United Kingdom,GB,GBR,Sutton,,20850,1826952560
Musselburgh,Musselburgh,55.942,-3.054,United Kingdom,GB,GBR,East Lothian,,20840,1826974542
Norton,Norton,54.589,-1.3157,United Kingdom,GB,GBR,Stockton-on-Tees,,20829,1826731009
Leek,Leek,53.108,-2.0234,United Kingdom,GB,GBR,Staffordshire,,20768,1826058750
Leigh-on-Sea,Leigh-on-Sea,51.5425,0.6535,United Kingdom,GB,GBR,Southend-on-Sea,,20737,1826850305
Boscombe,Boscombe,50.725,-1.84,United Kingdom,GB,GBR,,,20719,1826070994
Llandudno,Llandudno,53.3225,-3.825,United Kingdom,GB,GBR,Conwy,,20701,1826130998
Failsworth,Failsworth,53.5102,-2.1575,United Kingdom,GB,GBR,Oldham,,20680,1826332679
Kirkstall,Kirkstall,53.816,-1.602,United Kingdom,GB,GBR,Leeds,,20673,1826151628
Crowborough,Crowborough,51.06,0.16,United Kingdom,GB,GBR,East Sussex,,20607,1826550710
Dumbarton,Dumbarton,55.95,-4.5667,United Kingdom,GB,GBR,West Dunbartonshire,,20560,1826077098
Shoreham-by-Sea,Shoreham-by-Sea,50.834,-0.273,United Kingdom,GB,GBR,West Sussex,,20547,1826260470
Hythe,Hythe,50.869,-1.399,United Kingdom,GB,GBR,Hampshire,,20526,1826893817
Hailsham,Hailsham,50.8647,0.2577,United Kingdom,GB,GBR,East Sussex,,20476,1826151855
Omagh,Omagh,54.598,-7.309,United Kingdom,GB,GBR,Fermanagh and Omagh,,20458,1826686995
Maghull,Maghull,53.5174,-2.9449,United Kingdom,GB,GBR,Sefton,,20444,1826082081
Newmarket,Newmarket,52.2459,0.4105,United Kingdom,GB,GBR,Suffolk,,20384,1826537250
Sandhurst,Sandhurst,51.349,-0.8,United Kingdom,GB,GBR,Hampshire,,20383,1826474175
Tewkesbury,Tewkesbury,51.99,-2.16,United Kingdom,GB,GBR,Gloucestershire,,20360,1826890799
Rothwell,Rothwell,53.7485,-1.478,United Kingdom,GB,GBR,Leeds,,20354,1826415325
Bellshill,Bellshill,55.816,-4.026,United Kingdom,GB,GBR,North Lanarkshire,,20290,1826995667
Ely,Ely,52.3981,0.2622,United Kingdom,GB,GBR,Cambridgeshire,,20256,1826009346
Ripley,Ripley,53.05,-1.407,United Kingdom,GB,GBR,Derbyshire,,20176,1826520155
Seaham,Seaham,54.84,-1.34,United Kingdom,GB,GBR,Durham,,20172,1826110918
Peterlee,Peterlee,54.76,-1.33,United Kingdom,GB,GBR,Durham,,20164,1826513639
Dorchester,Dorchester,50.7154,-2.4367,United Kingdom,GB,GBR,Dorset,,20135,1826909037
Halewood,Halewood,53.3599,-2.84,United Kingdom,GB,GBR,Knowsley,,20116,1826807360
Killingworth,Killingworth,55.0318,-1.5557,United Kingdom,GB,GBR,North Tyneside,,20079,1826551869
Horwich,Horwich,53.592,-2.54,United Kingdom,GB,GBR,Bolton,,20067,1826931583
Buxton,Buxton,53.259,-1.911,United Kingdom,GB,GBR,Derbyshire,,20048,1826191966
Bispham,Bispham,53.852,-3.041,United Kingdom,GB,GBR,Blackpool,,20001,1826538665
Hampton,Hampton,51.422,-0.367,United Kingdom,GB,GBR,Richmond upon Thames,,20000,1826380138
Minster,Minster,51.421,0.809,United Kingdom,GB,GBR,Kent,,20000,1826548197
Antrim,Antrim,54.7173,-6.2055,United Kingdom,GB,GBR,Antrim and Newtownabbey,,19986,1826477610
Irlam,Irlam,53.445,-2.422,United Kingdom,GB,GBR,Salford,,19933,1826561547
Biddulph,Biddulph,53.12,-2.17,United Kingdom,GB,GBR,Staffordshire,,19892,1826603209
Spennymoor,Spennymoor,54.7,-1.59,United Kingdom,GB,GBR,Durham,,19816,1826426455
Garforth,Garforth,53.792,-1.388,United Kingdom,GB,GBR,Leeds,,19811,1826216468
Sleaford,Sleaford,52.996,-0.413,United Kingdom,GB,GBR,Lincolnshire,,19807,1826743491
Stoke Gifford,Stoke Gifford,51.517,-2.548,United Kingdom,GB,GBR,South Gloucestershire,,19794,1826740275
Selby,Selby,53.7836,-1.0678,United Kingdom,GB,GBR,North Yorkshire,,19760,1826504320
Stamford,Stamford,52.656,-0.484,United Kingdom,GB,GBR,Lincolnshire,,19701,1826765558
Davyhulme,Davyhulme,53.4559,-2.3683,United Kingdom,GB,GBR,Trafford,,19634,1826976833
Burnham-on-Sea,Burnham-on-Sea,51.2376,-2.9935,United Kingdom,GB,GBR,Somerset,,19576,1826774617
Abbots Langley,Abbots Langley,51.701,-0.416,United Kingdom,GB,GBR,Hertfordshire,,19574,1826455551
Mirfield,Mirfield,53.6807,-1.6888,United Kingdom,GB,GBR,Kirklees,,19563,1826835871
Goole,Goole,53.6992,-0.8692,United Kingdom,GB,GBR,East Riding of Yorkshire,,19518,1826412985
Kempston,Kempston,52.114,-0.497,United Kingdom,GB,GBR,Bedford,,19440,1826007274
Adel,Adel,53.8489,-1.5849,United Kingdom,GB,GBR,Leeds,,19430,1826917092
Liversedge,Liversedge,53.7067,-1.69,United Kingdom,GB,GBR,Kirklees,,19420,1826334661
Great Linford,Great Linford,52.068,-0.7637,United Kingdom,GB,GBR,Milton Keynes,,19350,1826297411
Faversham,Faversham,51.3177,0.8928,United Kingdom,GB,GBR,Kent,,19316,1826000093
Dukinfield,Dukinfield,53.4739,-2.0828,United Kingdom,GB,GBR,Tameside,,19306,1826493553
Peterhead,Peterhead,57.5091,-1.7832,United Kingdom,GB,GBR,Aberdeenshire,,19270,1826812445
Ecclesall,Ecclesall,53.362,-1.498,United Kingdom,GB,GBR,Sheffield,,19211,1826986185
Ystrad Mynach,Ystrad Mynach,51.6419,-3.2405,United Kingdom,GB,GBR,Caerphilly,,19204,1826498228
Frimley,Frimley,51.3143,-0.7387,United Kingdom,GB,GBR,Surrey,,19094,1826062895
Molesey,Molesey,51.401,-0.363,United Kingdom,GB,GBR,Surrey,,19088,1826852866
Prestatyn,Prestatyn,53.331,-3.405,United Kingdom,GB,GBR,Denbighshire,,19085,1826727642
Cirencester,Cirencester,51.719,-1.968,United Kingdom,GB,GBR,Gloucestershire,,19076,1826367738
Calne,Calne,51.438,-2.005,United Kingdom,GB,GBR,Wiltshire,,19074,1826645118
Monkseaton,Monkseaton,55.043,-1.459,United Kingdom,GB,GBR,North Tyneside,,19044,1826239698
Southbourne,Southbourne,50.722,-1.798,United Kingdom,GB,GBR,,,18960,1826138490
Horsforth,Horsforth,53.837,-1.643,United Kingdom,GB,GBR,Leeds,,18895,1826006259
Larne,Larne,54.8517,-5.8133,United Kingdom,GB,GBR,Mid and East Antrim,,18853,1826835950
Lancing,Lancing,50.832,-0.319,United Kingdom,GB,GBR,West Sussex,,18810,1826909253
Ware,Ware,51.8108,-0.0314,United Kingdom,GB,GBR,Hertfordshire,,18799,1826891949
Broughty Ferry,Broughty Ferry,56.4672,-2.8699,United Kingdom,GB,GBR,Dundee City,,18659,1826000803
Eastwood,Eastwood,53.018,-1.304,United Kingdom,GB,GBR,Nottinghamshire,,18612,1826227657
East Dereham,East Dereham,52.681,0.94,United Kingdom,GB,GBR,Norfolk,,18609,1826674740
Stannington,Stannington,53.396,-1.536,United Kingdom,GB,GBR,Sheffield,,18607,1826474759
Ebbw Vale,Ebbw Vale,51.78,-3.21,United Kingdom,GB,GBR,Blaenau Gwent,,18558,1826821223
Appley Bridge,Appley Bridge,53.579,-2.721,United Kingdom,GB,GBR,Lancashire,,18500,1826409679
Rawmarsh,Rawmarsh,53.4636,-1.3439,United Kingdom,GB,GBR,Rotherham,,18498,1826485638
Staines-upon-Thames,Staines-upon-Thames,51.434,-0.511,United Kingdom,GB,GBR,Surrey,,18484,1826889783
Bedlington,Bedlington,55.133,-1.583,United Kingdom,GB,GBR,Northumberland,,18470,1826713966
Mill Hill,Mill Hill,51.62,-0.23,United Kingdom,GB,GBR,Barnet,,18451,1826875983
Almondbury,Almondbury,53.6344,-1.7489,United Kingdom,GB,GBR,Kirklees,,18346,1826676976
Hadleigh,Hadleigh,51.5535,0.6095,United Kingdom,GB,GBR,Essex,,18300,1826599485
Bingley,Bingley,53.846,-1.836,United Kingdom,GB,GBR,Bradford,,18294,1826460602
Bideford,Bideford,51.016,-4.209,United Kingdom,GB,GBR,Devon,,18260,1826207226
Staveley,Staveley,53.2694,-1.3484,United Kingdom,GB,GBR,Derbyshire,,18247,1826136696
Shaw,Shaw,53.5783,-2.0951,United Kingdom,GB,GBR,Oldham,,18245,1826397626
Fulwood,Fulwood,53.365,-1.544,United Kingdom,GB,GBR,Sheffield,,18233,1826986011
Warminster,Warminster,51.205,-2.181,United Kingdom,GB,GBR,Wiltshire,,18173,1826602244
Redhill,Redhill,51.2393,-0.1726,United Kingdom,GB,GBR,Surrey,,18163,1826029487
Heckmondwike,Heckmondwike,53.708,-1.67,United Kingdom,GB,GBR,Kirklees,,18149,1826586883
Poulton le Fylde,Poulton le Fylde,53.847,-2.995,United Kingdom,GB,GBR,Lancashire,,18115,1826051466
Berkhampstead,Berkhampstead,51.76,-0.56,United Kingdom,GB,GBR,Hertfordshire,,18100,1826863985
Wandsworth,Wandsworth,51.455,-0.192,United Kingdom,GB,GBR,Wandsworth,,18072,1826844924
Sunbury,Sunbury,51.423,-0.424,United Kingdom,GB,GBR,Surrey,,18041,1826417394
Mickleover,Mickleover,52.901,-1.552,United Kingdom,GB,GBR,Derby,,18000,1826627574
Bourne,Bourne,52.7684,-0.3775,United Kingdom,GB,GBR,Lincolnshire,,17981,1826267550
Madeley,Madeley,52.637,-2.448,United Kingdom,GB,GBR,Telford and Wrekin,,17935,1826979637
Ramsbottom,Ramsbottom,53.6483,-2.3167,United Kingdom,GB,GBR,Bury,,17872,1826959328
Colne,Colne,53.8554,-2.1756,United Kingdom,GB,GBR,Lancashire,,17855,1826230570
Alton,Alton,51.1498,-0.9769,United Kingdom,GB,GBR,Hampshire,,17816,1826279601
Portchester,Portchester,50.842,-1.12,United Kingdom,GB,GBR,Hampshire,,17789,1826303470
Harwich,Harwich,51.934,1.266,United Kingdom,GB,GBR,Essex,,17684,1826285169
South Ockendon,South Ockendon,51.5207,0.2956,United Kingdom,GB,GBR,Thurrock,,17670,1826422421
Moreton,Moreton,53.401,-3.111,United Kingdom,GB,GBR,Wirral,,17670,1826866856
Whittlesey,Whittlesey,52.558,-0.13,United Kingdom,GB,GBR,Cambridgeshire,,17667,1826174652
Fern Down,Fern Down,50.81,-1.9,United Kingdom,GB,GBR,Dorset,,17650,1826033048
Barrhead,Barrhead,55.801,-4.389,United Kingdom,GB,GBR,East Renfrewshire,,17610,1826311398
Maesteg,Maesteg,51.61,-3.65,United Kingdom,GB,GBR,Bridgend,,17580,1826221040
Saint Andrews,Saint Andrews,56.3404,-2.7955,United Kingdom,GB,GBR,Fife,,17580,1826606142
Bonnyrigg,Bonnyrigg,55.8747,-3.1031,United Kingdom,GB,GBR,Midlothian,,17530,1826693791
Quedgeley,Quedgeley,51.825,-2.28,United Kingdom,GB,GBR,Gloucestershire,,17519,1826737414
Woodhouse,Woodhouse,53.358,-1.373,United Kingdom,GB,GBR,Sheffield,,17450,1826566992
Royston,Royston,52.0471,-0.0202,United Kingdom,GB,GBR,Hertfordshire,,17448,1826165038
Bramhall,Bramhall,53.357,-2.164,United Kingdom,GB,GBR,Stockport,,17436,1826643172
Louth,Louth,53.3669,-0.0061,United Kingdom,GB,GBR,Lincolnshire,,17382,1826872959
Hednesford,Hednesford,52.7115,-2.0006,United Kingdom,GB,GBR,Staffordshire,,17343,1826749949
Thorne,Thorne,53.6083,-0.9583,United Kingdom,GB,GBR,Doncaster,,17295,1826750264
Houghton Regis,Houghton Regis,51.9039,-0.5247,United Kingdom,GB,GBR,Central Bedfordshire,,17280,1826997690
Thornton,Thornton,53.7898,-1.8504,United Kingdom,GB,GBR,Bradford,,17276,1826639956
Heanor,Heanor,53.014,-1.354,United Kingdom,GB,GBR,Derbyshire,,17251,1826825779
Friern Barnet,Friern Barnet,51.6126,-0.1584,United Kingdom,GB,GBR,Barnet,,17250,1826718744
Milton,Milton,53.05,-2.142,United Kingdom,GB,GBR,Stoke-on-Trent,,17250,1826543368
Hatfield,Hatfield,53.58,-1,United Kingdom,GB,GBR,Doncaster,,17236,1826723545
Glen Parva,Glen Parva,52.5867,-1.1617,United Kingdom,GB,GBR,Leicestershire,,17189,1826454038
Cottingham,Cottingham,53.7822,-0.4136,United Kingdom,GB,GBR,"Kingston upon Hull, City of",,17164,1826515818
Clitheroe,Clitheroe,53.8711,-2.3916,United Kingdom,GB,GBR,Lancashire,,17141,1826660316
Mosbrough,Mosbrough,53.325,-1.362,United Kingdom,GB,GBR,Sheffield,,17097,1826344897
Heysham,Heysham,54.046,-2.894,United Kingdom,GB,GBR,Lancashire,,17016,1826178724
Clayton,Clayton,53.782,-1.8135,United Kingdom,GB,GBR,Bradford,,16982,1826432335
Guisborough,Guisborough,54.535,-1.0563,United Kingdom,GB,GBR,Redcar and Cleveland,,16979,1826412979
Morriston,Morriston,51.6647,-3.9389,United Kingdom,GB,GBR,Swansea,,16928,1826268056
High Blantyre,High Blantyre,55.7936,-4.0919,United Kingdom,GB,GBR,South Lanarkshire,,16900,1826928486
Maltby,Maltby,53.426,-1.21,United Kingdom,GB,GBR,Rotherham,,16856,1826798518
Braunstone,Braunstone,52.616,-1.175,United Kingdom,GB,GBR,Leicestershire,,16850,1826381597
Haslingden,Haslingden,53.705,-2.328,United Kingdom,GB,GBR,Lancashire,,16849,1826295809
North Hykeham,North Hykeham,53.1833,-0.5875,United Kingdom,GB,GBR,Lincolnshire,,16844,1826546566
Devizes,Devizes,51.3528,-1.9958,United Kingdom,GB,GBR,Wiltshire,,16834,1826715932
Saltash,Saltash,50.408,-4.212,United Kingdom,GB,GBR,Cornwall,,16830,1826455741
Haslemere,Haslemere,51.09,-0.712,United Kingdom,GB,GBR,Surrey,,16826,1826519948
Brixham,Brixham,50.394,-3.516,United Kingdom,GB,GBR,Devon,,16825,1826371818
Saint Ives,Saint Ives,52.3344,-0.0761,United Kingdom,GB,GBR,Cambridgeshire,,16815,1826186113
Fazakerley,Fazakerley,53.4676,-2.9408,United Kingdom,GB,GBR,Liverpool,,16786,1826528845
Windlesham,Windlesham,51.36,-0.66,United Kingdom,GB,GBR,Surrey,,16775,1826961751
Connahs Quay,Connahs Quay,53.218,-3.057,United Kingdom,GB,GBR,Flintshire,,16771,1826159536
Plumstead,Plumstead,51.49,0.09,United Kingdom,GB,GBR,Greenwich,,16736,1826276603
Bredbury,Bredbury,53.42,-2.113,United Kingdom,GB,GBR,Stockport,,16721,1826343069
Wellington,Wellington,50.9755,-3.2243,United Kingdom,GB,GBR,Somerset,,16669,1826413119
Banstead,Banstead,51.322,-0.204,United Kingdom,GB,GBR,Surrey,,16666,1826738493
Whickham,Whickham,54.946,-1.6761,United Kingdom,GB,GBR,Gateshead,,16652,1826888408
Grangemouth,Grangemouth,56.012,-3.717,United Kingdom,GB,GBR,Falkirk,,16650,1826973593
Keynsham,Keynsham,51.4135,-2.4968,United Kingdom,GB,GBR,Bath and North East Somerset,,16641,1826380949
Cleckheaton,Cleckheaton,53.725,-1.719,United Kingdom,GB,GBR,Kirklees,,16622,1826679048
The Mumbles,The Mumbles,51.573,-3.9992,United Kingdom,GB,GBR,Swansea,,16600,1826077083
Cowley,Cowley,51.733,-1.215,United Kingdom,GB,GBR,Oxfordshire,,16500,1826013933
Hebburn,Hebburn,54.972,-1.513,United Kingdom,GB,GBR,South Tyneside,,16492,1826146139
Ashby de la Zouch,Ashby de la Zouch,52.746,-1.476,United Kingdom,GB,GBR,Leicestershire,,16491,1826304398
Enfield Lock,Enfield Lock,51.6686,-0.026,United Kingdom,GB,GBR,Enfield,,16469,1826581952
Kilwinning,Kilwinning,55.655,-4.703,United Kingdom,GB,GBR,North Ayrshire,,16460,1826458707
Westbury,Westbury,51.26,-2.191,United Kingdom,GB,GBR,Wiltshire,,16414,1826000067
Stone,Stone,52.9,-2.15,United Kingdom,GB,GBR,Staffordshire,,16385,1826761372
Denby Dale,Denby Dale,53.572,-1.655,United Kingdom,GB,GBR,Kirklees,,16365,1826175295
Bangor,Bangor,53.228,-4.128,United Kingdom,GB,GBR,Isle of Anglesey,,16358,1826969137
Birstall,Birstall,53.732,-1.66,United Kingdom,GB,GBR,Kirklees,,16298,1826968702
Dungannon,Dungannon,54.5,-6.77,United Kingdom,GB,GBR,Mid-Ulster,,16282,1826799961
Ripon,Ripon,54.138,-1.524,United Kingdom,GB,GBR,North Yorkshire,,16274,1826726048
Queensbury,Queensbury,53.7683,-1.8453,United Kingdom,GB,GBR,Calderdale,,16273,1826557476
Stepney,Stepney,51.5152,-0.0462,United Kingdom,GB,GBR,Tower Hamlets,,16238,1826642497
Basford,Basford,52.978,-1.169,United Kingdom,GB,GBR,Nottingham,,16207,1826063569
Tyldesley,Tyldesley,53.5166,-2.4667,United Kingdom,GB,GBR,Wigan,,16142,1826559568
East Barnet,East Barnet,51.643,-0.163,United Kingdom,GB,GBR,Barnet,,16137,1826125584
Upton,Upton,53.385,-3.099,United Kingdom,GB,GBR,Wirral,,16130,1826951403
Buckley,Buckley,53.172,-3.086,United Kingdom,GB,GBR,Flintshire,,16127,1826585914
Johnstone,Johnstone,55.8346,-4.5027,United Kingdom,GB,GBR,Renfrewshire,,16090,1826315811
Worcester Park,Worcester Park,51.3752,-0.239,United Kingdom,GB,GBR,Sutton,,16031,1826854793
East Finchley,East Finchley,51.5902,-0.1753,United Kingdom,GB,GBR,Barnet,,15989,1826180591
Lewes,Lewes,50.8747,0.0117,United Kingdom,GB,GBR,East Sussex,,15988,1826774397
Chertsey,Chertsey,51.3902,-0.5074,United Kingdom,GB,GBR,Surrey,,15967,1826578278
South Hayling,South Hayling,50.78,-0.97,United Kingdom,GB,GBR,Hampshire,,15948,1826060826
Penicuik,Penicuik,55.826,-3.22,United Kingdom,GB,GBR,Midlothian,,15926,1826366579
Adwick le Street,Adwick le Street,53.5677,-1.1931,United Kingdom,GB,GBR,Doncaster,,15911,1826413996
Hayes,Hayes,51.378,0.0192,United Kingdom,GB,GBR,Bromley,,15906,1826550930
Addlestone,Addlestone,51.3695,-0.4901,United Kingdom,GB,GBR,Surrey,,15883,1826253359
Northallerton,Northallerton,54.3378,-1.4285,United Kingdom,GB,GBR,North Yorkshire,,15741,1826697671
Lymington,Lymington,50.75,-1.55,United Kingdom,GB,GBR,Hampshire,,15726,1826325282
Carterton,Carterton,51.76,-1.59,United Kingdom,GB,GBR,Oxfordshire,,15680,1826750065
Ponders End,Ponders End,51.646,-0.046,United Kingdom,GB,GBR,Enfield,,15664,1826336314
Ince-in-Makerfield,Ince-in-Makerfield,53.5402,-2.599,United Kingdom,GB,GBR,Wigan,,15664,1826328021
Porthcawl,Porthcawl,51.48,-3.69,United Kingdom,GB,GBR,Bridgend,,15640,1826674732
Nailsea,Nailsea,51.43,-2.76,United Kingdom,GB,GBR,North Somerset,,15630,1826659439
Oswestry,Oswestry,52.8598,-3.0538,United Kingdom,GB,GBR,Shropshire,,15613,1826246108
Swinton,Swinton,53.4877,-1.3149,United Kingdom,GB,GBR,Rotherham,,15559,1826312183
West Ham,West Ham,51.534,0.008,United Kingdom,GB,GBR,Newham,,15551,1826369701
Matlock,Matlock,53.14,-1.55,United Kingdom,GB,GBR,Derbyshire,,15519,1826168850
Saffron Walden,Saffron Walden,52.022,0.243,United Kingdom,GB,GBR,Essex,,15504,1826424344
Shipley,Shipley,53.833,-1.777,United Kingdom,GB,GBR,Bradford,,15483,1826056604
Todmorden,Todmorden,53.713,-2.096,United Kingdom,GB,GBR,Calderdale,,15481,1826615743
Stapleford,Stapleford,52.929,-1.274,United Kingdom,GB,GBR,Nottinghamshire,,15453,1826644047
Weybridge,Weybridge,51.362,-0.453,United Kingdom,GB,GBR,Surrey,,15449,1826438211
Knaresborough,Knaresborough,54.0084,-1.467,United Kingdom,GB,GBR,North Yorkshire,,15441,1826000526
Broxburn,Broxburn,55.934,-3.471,United Kingdom,GB,GBR,West Lothian,,15440,1826364673
Seacombe,Seacombe,53.409,-3.029,United Kingdom,GB,GBR,Wirral,,15387,1826216139
Baildon,Baildon,53.851,-1.763,United Kingdom,GB,GBR,Bradford,,15360,1826493288
Perivale,Perivale,51.5383,-0.3192,United Kingdom,GB,GBR,Ealing,,15339,1826877417
Wombwell,Wombwell,53.516,-1.4,United Kingdom,GB,GBR,Barnsley,,15316,1826512301
Stanley,Stanley,53.7145,-1.476,United Kingdom,GB,GBR,Wakefield,,15314,1826805412
Llantrisant,Llantrisant,51.542,-3.375,United Kingdom,GB,GBR,Rhondda Cynon Taff,,15313,1826229863
Broxbourne,Broxbourne,51.7495,-0.0216,United Kingdom,GB,GBR,Essex,,15303,1826900136
Dawlish,Dawlish,50.581,-3.466,United Kingdom,GB,GBR,Devon,,15257,1826164730
Featherstone,Featherstone,53.7,-1.37,United Kingdom,GB,GBR,Wakefield,,15244,1826477772
Mexborough,Mexborough,53.4992,-1.283,United Kingdom,GB,GBR,Doncaster,,15244,1826750525
Neston,Neston,53.289,-3.074,United Kingdom,GB,GBR,Cheshire West and Chester,,15221,1826478798
Bidston,Bidston,53.402,-3.078,United Kingdom,GB,GBR,Wirral,,15216,1826626467
Northenden,Northenden,53.4075,-2.2583,United Kingdom,GB,GBR,Manchester,,15200,1826100514
Chellaston,Chellaston,52.8671,-1.4384,United Kingdom,GB,GBR,Derbyshire,,15198,1826021847
Verwood,Verwood,50.8815,-1.8785,United Kingdom,GB,GBR,Dorset,,15196,1826274475
Redruth,Redruth,50.2328,-5.2264,United Kingdom,GB,GBR,Cornwall,,15169,1826258602
Palmers Green,Palmers Green,51.6178,-0.1092,United Kingdom,GB,GBR,Enfield,,15162,1826526694
Totteridge,Totteridge,51.6354,-0.2,United Kingdom,GB,GBR,Barnet,,15159,1826812709
Blaydon,Blaydon,54.963,-1.719,United Kingdom,GB,GBR,Gateshead,,15155,1826275133
New Brighton,New Brighton,53.432,-3.049,United Kingdom,GB,GBR,Wirral,,15149,1826841065
Newport Pagnell,Newport Pagnell,52.087,-0.722,United Kingdom,GB,GBR,Milton Keynes,,15118,1826046510
Tredegar,Tredegar,51.7776,-3.2407,United Kingdom,GB,GBR,Blaenau Gwent,,15103,1826084160
Swallownest,Swallownest,53.3623,-1.3251,United Kingdom,GB,GBR,Rotherham,,15022,1826951859
Netherton,Netherton,52.4908,-2.0835,United Kingdom,GB,GBR,Dudley,,15017,1826114854
Hessle,Hessle,53.7239,-0.4319,United Kingdom,GB,GBR,East Riding of Yorkshire,,15000,1826433714
Winkfield,Winkfield,51.4318,-0.7096,United Kingdom,GB,GBR,Bracknell Forest,,14998,1826199391
Petersfield,Petersfield,51.0038,-0.9374,United Kingdom,GB,GBR,Hampshire,,14974,1826282977
Kenley,Kenley,51.3242,-0.0969,United Kingdom,GB,GBR,Croydon,,14966,1826081355
Sudbury,Sudbury,51.5537,-0.3199,United Kingdom,GB,GBR,Ealing,,14950,1826460632
Wyke,Wyke,53.7333,-1.7667,United Kingdom,GB,GBR,Bradford,,14950,1826505143
Kew Green,Kew Green,51.5308,-0.2248,United Kingdom,GB,GBR,Richmond upon Thames,,14915,1826123345
West Wickham,West Wickham,51.3765,-0.0193,United Kingdom,GB,GBR,Bromley,,14884,1826669089
Shepshed,Shepshed,52.7711,-1.2951,United Kingdom,GB,GBR,Leicestershire,,14875,1826737427
Bromborough,Bromborough,53.336,-2.978,United Kingdom,GB,GBR,Wirral,,14850,1826223984
Chislehurst,Chislehurst,51.412,0.075,United Kingdom,GB,GBR,Bromley,,14831,1826578404
Ilkley,Ilkley,53.925,-1.822,United Kingdom,GB,GBR,Bradford,,14809,1826221289
Baguley,Baguley,53.399,-2.276,United Kingdom,GB,GBR,Manchester,,14794,1826354552
Armagh,Armagh,54.3499,-6.6546,United Kingdom,GB,GBR,"Armagh City, Banbridge and Craigavon",,14777,1826000010
Romsey,Romsey,50.989,-1.4966,United Kingdom,GB,GBR,Hampshire,,14768,1826793384
Bo’ness,Bo'ness,56.0168,-3.6089,United Kingdom,GB,GBR,Falkirk,,14760,1826331223
Penrith,Penrith,54.6648,-2.7548,United Kingdom,GB,GBR,Cumbria,,14756,1826839302
Balham,Balham,51.4434,-0.1525,United Kingdom,GB,GBR,Wandsworth,,14751,1826329398
Teignmouth,Teignmouth,50.5515,-3.4886,United Kingdom,GB,GBR,Devon,,14749,1826052083
Banbridge,Banbridge,54.349,-6.27,United Kingdom,GB,GBR,"Armagh City, Banbridge and Craigavon",,14744,1826331367
Larkhall,Larkhall,55.737,-3.972,United Kingdom,GB,GBR,South Lanarkshire,,14740,1826423474
Bodmin,Bodmin,50.466,-4.718,United Kingdom,GB,GBR,Cornwall,,14736,1826850129
Conwy,Conwy,53.28,-3.83,United Kingdom,GB,GBR,Conwy,,14723,1826011797
Prestwick,Prestwick,55.4956,-4.6142,United Kingdom,GB,GBR,South Ayrshire,,14720,1826710421
Troon,Troon,55.54,-4.66,United Kingdom,GB,GBR,South Ayrshire,,14710,1826943206
Melksham,Melksham,51.371,-2.138,United Kingdom,GB,GBR,Wiltshire,,14677,1826642248
Wibsey,Wibsey,53.7672,-1.7728,United Kingdom,GB,GBR,Bradford,,14671,1826433552
Great Baddow,Great Baddow,51.719,0.507,United Kingdom,GB,GBR,Essex,,14650,1826685396
